value,T,Train_Test_Label,property,unit,cmp_ids,cmp_mole_fractions
0.4394,308.15,train,Log viscosity,cP,"[1023.0, 791.0]","[0.89, 0.11]"
0.4541,308.15,train,Log viscosity,cP,"[1023.0, 791.0]","[0.99, 0.01]"
0.6878,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.09, 0.91]"
0.6349,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.19, 0.81]"
0.5895,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.29, 0.71]"
0.5463,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.39, 0.61]"
0.5046,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.49, 0.51]"
0.4674,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.59, 0.41]"
0.4437,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.69, 0.31]"
0.4281,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.79, 0.21]"
0.4251,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.89, 0.11]"
0.4537,308.15,train,Log viscosity,cP,"[1023.0, 795.0]","[0.99, 0.01]"
0.4764,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.1, 0.9]"
0.4543,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.18, 0.82]"
0.4298,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.2, 0.8]"
0.4265,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.28, 0.72]"
0.3876,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.3, 0.7]"
0.4031,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.38, 0.62]"
0.3499,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.4, 0.6]"
0.3857,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.48, 0.52]"
0.3168,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.5, 0.5]"
0.3779,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.58, 0.42]"
0.2986,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.6, 0.4]"
0.3775,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.68, 0.32]"
0.3001,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.7, 0.3]"
0.3865,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.78, 0.22]"
0.322,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.8, 0.2]"
0.4107,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.88, 0.12]"
0.3674,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.9, 0.1]"
0.4572,308.15,train,Log viscosity,cP,"[1023.0, 804.0]","[0.98, 0.02]"
0.378,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.1, 0.9]"
0.3584,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.18, 0.82]"
0.3374,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.2, 0.8]"
0.3409,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.28, 0.72]"
0.2986,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.3, 0.7]"
0.3319,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.38, 0.62]"
0.2618,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.4, 0.6]"
0.3301,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.48, 0.52]"
0.2305,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.5, 0.5]"
0.3321,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.58, 0.42]"
0.2163,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.6, 0.4]"
0.3459,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.68, 0.32]"
0.2227,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.7, 0.3]"
0.3692,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.78, 0.22]"
0.2668,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.8, 0.2]"
0.4039,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.88, 0.12]"
0.3397,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.9, 0.1]"
0.4558,308.15,train,Log viscosity,cP,"[1023.0, 815.0]","[0.98, 0.02]"
0.3167,305.61249999999995,train,Log viscosity,cP,[830.0],"[0.0, 1.0]"
0.2852,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.1, 0.9]"
0.2672,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.2, 0.8]"
0.2575,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.3, 0.7]"
0.2586,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.4, 0.6]"
0.2695,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.5, 0.5]"
0.2867,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.6, 0.4]"
0.3173,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.7, 0.3]"
0.3532,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.8, 0.2]"
0.4072,305.61249999999995,train,Log viscosity,cP,"[1023.0, 830.0]","[0.9, 0.1]"
0.4661,305.61249999999995,train,Log viscosity,cP,[1023.0],"[1.0, 0.0]"
0.47,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.1, 0.9]"
0.4881,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.2, 0.8]"
0.5047,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.3, 0.7]"
0.5194,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.4, 0.6]"
0.5327,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.5, 0.5]"
0.5432,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.6, 0.4]"
0.552,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.7, 0.3]"
0.5603,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.8, 0.2]"
0.5672,303.15,train,Log viscosity,cP,"[1023.0, 847.0]","[0.9, 0.1]"
0.3528,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.1, 0.9]"
0.3768,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.2, 0.8]"
0.3982,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.3, 0.7]"
0.4321,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.4, 0.6]"
0.4636,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.5, 0.5]"
0.4895,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.6, 0.4]"
0.5125,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.7, 0.3]"
0.5337,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.8, 0.2]"
0.5545,303.15,train,Log viscosity,cP,"[1023.0, 913.0]","[0.9, 0.1]"
-0.239,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.1, 0.9]"
-0.196,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.2, 0.8]"
-0.1457,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.3, 0.7]"
-0.076,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.4, 0.6]"
0.0022,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.5, 0.5]"
0.0856,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.6, 0.4]"
0.1745,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.7, 0.3]"
0.2707,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.8, 0.2]"
0.3797,298.15,train,Log viscosity,cP,"[1023.0, 942.0]","[0.9, 0.1]"
0.3388,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.1, 0.9]"
0.3799,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.2, 0.8]"
0.4176,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.3, 0.7]"
0.451,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.4, 0.6]"
0.4798,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.5, 0.5]"
0.5027,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.6, 0.4]"
0.5221,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.7, 0.3]"
0.5403,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.8, 0.2]"
0.5575,303.15,train,Log viscosity,cP,"[1023.0, 956.0]","[0.9, 0.1]"
0.6758,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.1, 0.9]"
0.6902,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.2, 0.8]"
0.7084,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.3, 0.7]"
0.7185,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.4, 0.6]"
0.7067,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.5, 0.5]"
0.6866,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.6, 0.4]"
0.6609,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.7, 0.3]"
0.6263,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.8, 0.2]"
0.5575,303.15,train,Log viscosity,cP,"[1023.0, 1126.0]","[0.9, 0.1]"
-0.0888,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.1, 0.9]"
0.0107,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.2, 0.8]"
0.1193,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.3, 0.7]"
0.2325,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.4, 0.6]"
0.3172,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.5, 0.5]"
0.3473,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.6, 0.4]"
0.386,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.7, 0.3]"
0.4273,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.8, 0.2]"
0.4586,303.0,train,Log viscosity,cP,"[1023.0, 979.0]","[0.9, 0.1]"
0.4823,303.0,train,Log viscosity,cP,[1023.0],"[1.0, 0.0]"
-0.2564,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.1, 0.9]"
-0.1957,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.2, 0.8]"
-0.1388,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.3, 0.7]"
-0.0736,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.4, 0.6]"
0.0011,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.5, 0.5]"
0.0754,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.6, 0.4]"
0.1636,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.7, 0.3]"
0.256,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.8, 0.2]"
0.3582,305.65,test,Log viscosity,cP,"[1023.0, 984.0]","[0.9, 0.1]"
-0.0047,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.1, 0.9]"
0.0433,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.2, 0.8]"
0.0985,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.3, 0.7]"
0.1578,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.4, 0.6]"
0.2217,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.5, 0.5]"
0.2835,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.6, 0.4]"
0.3512,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.7, 0.3]"
0.4213,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.8, 0.2]"
0.4977,298.15,train,Log viscosity,cP,"[1023.0, 990.0]","[0.9, 0.1]"
-0.2051,305.65,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.1, 0.9]"
-0.1661,309.15,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.2, 0.8]"
-0.1036,309.15,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.3, 0.7]"
-0.0362,309.15,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.4, 0.6]"
0.0346,309.15,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.5, 0.5]"
0.1499,305.65,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.6, 0.4]"
0.2263,305.65,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.7, 0.3]"
0.3057,305.65,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.8, 0.2]"
0.3997,305.65,test,Log viscosity,cP,"[1023.0, 1063.0]","[0.9, 0.1]"
0.3147,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.1, 0.9]"
0.3517,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.2, 0.8]"
0.3803,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.3, 0.7]"
0.4048,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.4, 0.6]"
0.4261,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.5, 0.5]"
0.444,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.6, 0.4]"
0.4594,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.7, 0.3]"
0.4727,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.8, 0.2]"
0.4825,313.15,train,Log viscosity,cP,"[1024.0, 641.0]","[0.9, 0.1]"
0.3032,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.1, 0.9]"
0.3422,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.2, 0.8]"
0.3722,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.3, 0.7]"
0.398,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.4, 0.6]"
0.4195,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.5, 0.5]"
0.4383,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.6, 0.4]"
0.4553,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.7, 0.3]"
0.4694,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.8, 0.2]"
0.4801,313.15,train,Log viscosity,cP,"[1024.0, 830.0]","[0.9, 0.1]"
-0.0785,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.1, 0.9]"
0.0055,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.2, 0.8]"
0.0842,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.3, 0.7]"
0.1576,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.4, 0.6]"
0.2257,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.5, 0.5]"
0.2885,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.6, 0.4]"
0.346,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.7, 0.3]"
0.3982,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.8, 0.2]"
0.445,313.15,train,Log viscosity,cP,"[1024.0, 978.0]","[0.9, 0.1]"
-0.0914,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.1, 0.9]"
-0.0084,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.2, 0.8]"
0.0701,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.3, 0.7]"
0.1438,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.4, 0.6]"
0.2127,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.5, 0.5]"
0.277,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.6, 0.4]"
0.3364,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.7, 0.3]"
0.3912,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.8, 0.2]"
0.4413,313.15,train,Log viscosity,cP,"[1024.0, 981.0]","[0.9, 0.1]"
0.2014,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.1, 0.9]"
0.2354,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.2, 0.8]"
0.2689,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.3, 0.7]"
0.3018,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.4, 0.6]"
0.3341,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.5, 0.5]"
0.3658,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.6, 0.4]"
0.3969,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.7, 0.3]"
0.4274,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.8, 0.2]"
0.4574,313.15,train,Log viscosity,cP,"[1024.0, 999.0]","[0.9, 0.1]"
-0.0123,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.1, 0.9]"
0.0467,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.2, 0.8]"
0.1047,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.3, 0.7]"
0.162,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.4, 0.6]"
0.2184,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.5, 0.5]"
0.2738,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.6, 0.4]"
0.3283,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.7, 0.3]"
0.382,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.8, 0.2]"
0.4348,313.15,train,Log viscosity,cP,"[1024.0, 1000.0]","[0.9, 0.1]"
0.0737,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.1, 0.9]"
0.1232,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.2, 0.8]"
0.1718,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.3, 0.7]"
0.2195,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.4, 0.6]"
0.2663,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.5, 0.5]"
0.3122,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.6, 0.4]"
0.3571,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.7, 0.3]"
0.4012,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.8, 0.2]"
0.4444,313.15,test,Log viscosity,cP,"[1024.0, 1002.0]","[0.9, 0.1]"
-0.3815,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.1, 0.9]"
-0.3617,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.2, 0.8]"
-0.2312,298.0,train,Log viscosity,cP,"[1025.0, 207.0]","[0.22, 0.78]"
-0.3339,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.3, 0.7]"
-0.1779,298.0,train,Log viscosity,cP,"[1025.0, 207.0]","[0.32, 0.68]"
-0.266,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.4, 0.6]"
-0.1031,298.0,train,Log viscosity,cP,"[1025.0, 207.0]","[0.42, 0.58]"
-0.1716,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.5, 0.5]"
-0.0107,298.0,train,Log viscosity,cP,"[1025.0, 207.0]","[0.52, 0.48]"
-0.1012,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.6, 0.4]"
0.0785,298.0,train,Log viscosity,cP,"[1025.0, 207.0]","[0.62, 0.38]"
-0.0254,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.7, 0.3]"
0.1702,298.0,train,Log viscosity,cP,"[1025.0, 207.0]","[0.72, 0.28]"
0.0308,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.8, 0.2]"
0.2341,298.0,train,Log viscosity,cP,"[1025.0, 207.0]","[0.82, 0.18]"
0.0205,313.15,train,Log viscosity,cP,"[1025.0, 207.0]","[0.9, 0.1]"
-0.0501,316.45,train,Log viscosity,cP,[212.0],"[0.0, 1.0]"
-0.0468,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.1, 0.9]"
-0.0351,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.2, 0.8]"
-0.0167,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.3, 0.7]"
0.0033,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.4, 0.6]"
0.0428,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.5, 0.5]"
0.084,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.6, 0.4]"
0.1058,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.7, 0.3]"
0.1091,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.8, 0.2]"
0.0332,316.45,train,Log viscosity,cP,"[1025.0, 212.0]","[0.9, 0.1]"
-0.2093,316.45,test,Log viscosity,cP,[1025.0],"[1.0, 0.0]"
0.4062,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.06, 0.94]"
0.3897,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.16, 0.84]"
0.3725,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.26, 0.74]"
0.3627,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.36, 0.64]"
0.3639,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.46, 0.54]"
0.3786,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.56, 0.44]"
0.3962,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.66, 0.34]"
0.3989,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.76, 0.24]"
0.3444,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.86, 0.14]"
0.1012,318.15,train,Log viscosity,cP,"[1025.0, 1602.0]","[0.96, 0.04]"
-0.4324,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.1, 0.9]"
-0.4,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.2, 0.8]"
-0.3599,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.3, 0.7]"
-0.3092,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.4, 0.6]"
-0.251,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.5, 0.5]"
-0.1875,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.6, 0.4]"
-0.1246,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.7, 0.3]"
-0.0651,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.8, 0.2]"
-0.027,298.15,train,Log viscosity,cP,"[1025.0, 324.0]","[0.9, 0.1]"
0.4627,298.15,train,Log viscosity,cP,[340.0],"[0.0, 1.0]"
0.3998,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.1, 0.9]"
0.4528,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.2, 0.8]"
0.5079,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.3, 0.7]"
0.5526,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.4, 0.6]"
0.5955,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.5, 0.5]"
0.6103,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.6, 0.4]"
0.5997,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.7, 0.3]"
0.5448,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.8, 0.2]"
0.3675,308.15,train,Log viscosity,cP,"[1025.0, 340.0]","[0.9, 0.1]"
-0.0346,298.155,train,Log viscosity,cP,[350.0],"[0.0, 1.0]"
0.0023,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.03, 0.97]"
0.033,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.1, 0.9]"
0.0722,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.13, 0.87]"
0.1108,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.2, 0.8]"
0.1531,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.23, 0.77]"
0.2035,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.3, 0.7]"
0.2473,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.33, 0.67]"
0.3079,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.4, 0.6]"
0.3553,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.43, 0.57]"
0.4156,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.5, 0.5]"
0.467,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.53, 0.47]"
0.5228,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.6, 0.4]"
0.5611,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.63, 0.37]"
0.5892,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.7, 0.3]"
0.6051,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.73, 0.27]"
0.5636,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.8, 0.2]"
0.5367,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.83, 0.17]"
0.4267,298.155,train,Log viscosity,cP,"[1025.0, 350.0]","[0.9, 0.1]"
0.2873,300.2,train,Log viscosity,cP,"[1025.0, 350.0]","[0.93, 0.07]"
0.0492,303.15,train,Log viscosity,cP,[429.0],"[0.0, 1.0]"
0.0709,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.1, 0.9]"
0.1071,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.2, 0.8]"
0.1529,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.3, 0.7]"
0.2098,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.4, 0.6]"
0.2919,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.5, 0.5]"
0.3543,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.6, 0.4]"
0.3909,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.7, 0.3]"
0.3947,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.8, 0.2]"
0.2518,303.15,train,Log viscosity,cP,"[1025.0, 429.0]","[0.9, 0.1]"
0.5504,298.15,train,Log viscosity,cP,"[1025.0, 491.0]","[0.1, 0.9]"
0.542,298.15,train,Log viscosity,cP,"[1025.0, 491.0]","[0.2, 0.8]"
0.5451,298.15,train,Log viscosity,cP,"[1025.0, 491.0]","[0.3, 0.7]"
0.1759,309.4,train,Log viscosity,cP,[507.0],"[0.0, 1.0]"
0.1455,312.15,train,Log viscosity,cP,"[1025.0, 507.0]","[0.1, 0.9]"
0.1563,312.15,train,Log viscosity,cP,"[1025.0, 507.0]","[0.2, 0.8]"
0.1716,312.15,train,Log viscosity,cP,"[1025.0, 507.0]","[0.3, 0.7]"
0.2028,312.15,train,Log viscosity,cP,"[1025.0, 507.0]","[0.4, 0.6]"
0.2334,312.15,train,Log viscosity,cP,"[1025.0, 507.0]","[0.5, 0.5]"
0.2696,312.15,train,Log viscosity,cP,"[1025.0, 507.0]","[0.6, 0.4]"
0.2862,312.15,train,Log viscosity,cP,"[1025.0, 507.0]","[0.7, 0.3]"
0.275,312.15,train,Log viscosity,cP,"[1025.0, 507.0]","[0.8, 0.2]"
