value,error,Train_Test_Label,cmp_ids,cmp_mole_fractions,property,unit
88.4,9.2019,train,"[10, 15, 2, 1]","[0.022000000000000002, 0.161, 0.6, 0.217]",Motor octane number,
85.2,10.2655,train,"[10, 15, 84, 1]","[0.58, 0.15, 0.2, 0.07]",Motor octane number,
92.0,9.415,train,"[10, 15, 2, 1]","[0.21280000000000002, 0.1192, 0.6, 0.068]",Motor octane number,
92.6,10.3533,train,"[10, 15, 1]","[0.15, 0.74, 0.11]",Motor octane number,
90.1,8.3087,train,"[10, 15, 16, 1]","[0.75, 0.08, 0.07, 0.1]",Motor octane number,
86.5886,11.324,test,"[344, 55, 260]","[0.268414, 0.45941299999999996, 0.272173]",Motor octane number,
91.4,10.0745,train,"[10, 15, 2, 1]","[0.10640000000000001, 0.0596, 0.8, 0.034]",Motor octane number,
95.1348,10.0878,train,"[344, 2, 1]","[0.18563400000000002, 0.7300329999999999, 0.08433299999999999]",Motor octane number,
95.1348,10.0809,train,"[344, 1, 108]","[0.18494599999999997, 0.08402100000000001, 0.731033]",Motor octane number,
57.7,10.3434,train,"[15, 1]","[0.501, 0.499]",Motor octane number,
82.4,8.89,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 2, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 309, 74]","[0.029554, 0.10346899999999999, 0.099487, 0.147941, 0.030872, 0.08179399999999999, 0.053361, 0.051761999999999996, 0.015085999999999999, 0.012562, 0.06869900000000001, 0.09, 0.015029999999999998, 0.006169, 0.003729, 0.007542999999999999, 0.006533, 0.028938000000000002, 0.0031409999999999997, 0.009814, 0.0053, 0.007431, 0.007122000000000001, 0.002888, 0.1, 0.011777]",Motor octane number,
99.3,15.6959,train,"[10, 15]","[0.5, 0.5]",Motor octane number,
78.2,10.9558,train,"[15, 1]","[0.7, 0.3]",Motor octane number,
88.3,8.1391,train,"[10, 245, 121, 195, 15, 84, 2, 99, 1]","[0.48188000000000003, 0.00211, 0.00724, 0.003201, 0.224802, 0.043311999999999996, 0.1, 0.002524, 0.134931]",Motor octane number,
30.0,7.8691,train,"[10, 1]","[0.3, 0.7]",Motor octane number,
85.5,8.047,train,"[10, 245, 121, 195, 15, 84, 99, 1, 309]","[0.48188000000000003, 0.00211, 0.00724, 0.003201, 0.224802, 0.043311999999999996, 0.002524, 0.134931, 0.1]",Motor octane number,
83.3,8.1741,train,"[255, 114, 8, 87, 333, 334, 335, 276, 9, 305, 86, 111, 57, 82, 107, 10, 127, 28, 195, 130, 29, 104, 336, 341, 342, 345, 0, 15, 17, 79, 19, 43, 96, 69, 109, 47, 16, 54, 312, 246, 328, 348, 350, 351, 352, 353, 354, 81, 60, 110, 117, 233, 277, 84, 99, 326, 268, 360, 361, 381, 232, 1, 66, 152, 137, 281, 374, 129, 310, 376, 377, 102, 106, 275, 304, 125, 302, 298, 379, 12, 13, 243, 173, 201, 382, 172, 383, 270, 331, 138, 188, 200, 384, 385, 386, 387, 388, 307, 389, 390, 234, 157, 391, 392, 393, 394, 181, 395, 396, 53, 23, 397, 155, 398, 399, 400, 401, 402, 403, 404, 309]","[0.04558500000000001, 0.013358000000000002, 0.012864, 0.0028060000000000003, 0.00097, 0.002127, 0.001724, 0.059330999999999995, 0.0022919999999999998, 0.007649, 0.033542, 0.021937, 0.004464, 0.017588, 0.017624, 0.002104, 0.002416, 0.003686, 0.003152, 0.009318, 0.003513, 0.009065, 0.0012280000000000001, 0.0034000000000000002, 0.004908, 0.001124, 0.006083, 0.034219, 0.0012, 0.029586, 0.012836, 0.014737, 0.014187, 0.005884, 0.007605, 0.002216, 0.023288000000000003, 0.004816, 0.004043, 0.004535, 0.005262, 0.005298000000000001, 0.002893, 0.004275999999999999, 0.003286, 0.004507, 0.00124, 0.0015110000000000002, 0.015653, 0.003431, 0.010228999999999999, 0.001759, 0.011729, 0.001249, 0.001566, 0.003094, 0.001354, 0.005368, 0.0044009999999999995, 0.0052910000000000006, 0.0023380000000000002, 0.00893, 0.006148, 0.00203, 0.004495, 0.005203999999999999, 0.0034549999999999997, 0.003217, 0.0008749999999999999, 0.003812, 0.002133, 0.001712, 0.0033250000000000003, 0.002383, 0.006913, 0.001, 0.002437, 0.004923, 0.002647, 0.0008640000000000001, 0.002716, 0.001099, 0.009151, 0.002317, 0.0018540000000000002, 0.004190999999999999, 0.000883, 0.001933, 0.002493, 0.001029, 0.000944, 0.0019470000000000002, 0.000984, 0.002545, 0.001353, 0.0013039999999999998, 0.004655, 0.001613, 0.001813, 0.001373, 0.000958, 0.001008, 0.00301, 0.000925, 0.0009379999999999999, 0.005117, 0.000884, 0.000951, 0.00095, 0.0035199999999999997, 0.002165, 0.001207, 0.001776, 0.001611, 0.001495, 0.001429, 0.0016200000000000001, 0.0008690000000000001, 0.001135, 0.001327, 0.3]",Motor octane number,
80.561,7.7461,train,"[344, 1, 108]","[0.560636, 0.254696, 0.184668]",Motor octane number,
79.0892,7.3751,train,"[344, 2, 260]","[0.404398, 0.18554099999999998, 0.410061]",Motor octane number,
81.9,7.8257,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 74, 48]","[0.0072970000000000005, 0.025548, 0.024565, 0.036529, 0.007623, 0.020196000000000002, 0.013175, 0.012781, 0.003725, 0.0031019999999999997, 0.016963, 0.003711, 0.0015229999999999998, 0.000921, 0.001862, 0.001613, 0.007145, 0.000775, 0.002423, 0.0013089999999999998, 0.001835, 0.001759, 0.000713, 0.002908, 0.8]",Motor octane number,
74.913,5.8006,train,"[344, 2, 260]","[0.45087299999999997, 0.09194000000000001, 0.45718800000000004]",Motor octane number,
72.4768,5.1173,train,"[344, 260, 108]","[0.450662, 0.45697299999999996, 0.09236499999999999]",Motor octane number,
81.7,9.2102,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 74, 48]","[0.02919, 0.10219099999999999, 0.09825900000000001, 0.146114, 0.030491, 0.08078400000000001, 0.052702, 0.051123, 0.014899, 0.012407, 0.067851, 0.014844, 0.0060929999999999995, 0.003683, 0.00745, 0.0064529999999999995, 0.02858, 0.0031019999999999997, 0.009693, 0.005234, 0.007339, 0.007034, 0.002852, 0.011632, 0.2]",Motor octane number,
84.2,9.6493,train,"[10, 15, 1]","[0.693, 0.141, 0.166]",Motor octane number,
88.3,11.1083,train,"[10, 15, 1]","[0.428, 0.435, 0.13699999999999998]",Motor octane number,
69.0,8.1223,train,"[10, 15, 2, 1]","[0.35, 0.15, 0.1, 0.4]",Motor octane number,
80.3311,10.2961,train,"[19, 1, 108]","[0.224505, 0.283014, 0.492481]",Motor octane number,
69.0,17.4063,train,"[255, 276, 9, 305, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 0, 15, 81, 117, 84, 1, 66, 152, 283, 137, 281, 374, 129, 173, 385, 142, 408]","[0.006527, 0.033787, 0.002948, 0.018809, 0.058361, 0.021305, 0.022668, 0.10381800000000001, 0.137595, 0.130597, 0.0030180000000000003, 0.010607, 0.013654999999999999, 0.034539, 0.005835, 0.030649000000000003, 0.001865, 0.004201, 0.06035599999999999, 0.140021, 0.063203, 0.013244, 0.009695, 0.005825, 0.006076000000000001, 0.007399, 0.001163, 0.04028400000000001, 0.001895, 0.002677, 0.007379]",Motor octane number,
86.3,10.5204,train,"[81, 2]","[0.75, 0.25]",Motor octane number,
72.7126,5.2385,train,"[344, 260, 288]","[0.45194, 0.45826999999999996, 0.08979]",Motor octane number,
75.4743,7.1003,train,"[344, 260, 288]","[0.40633400000000003, 0.41202500000000003, 0.18164100000000002]",Motor octane number,
78.3146,7.6348,train,"[344, 260, 288]","[0.359669, 0.364707, 0.275624]",Motor octane number,
83.6023,8.3287,train,"[344, 260, 288]","[0.263012, 0.266696, 0.470291]",Motor octane number,
90.3102,7.7446,train,"[344, 260, 288]","[0.13553300000000001, 0.137431, 0.7270359999999999]",Motor octane number,
87.8,6.0165,train,"[255, 114, 8, 87, 333, 334, 335, 276, 9, 305, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 195, 336, 337, 340, 343, 344, 346, 347, 0, 15, 17, 79, 19, 43, 40, 96, 69, 109, 47, 16, 54, 312, 246, 328, 348, 349, 350, 351, 352, 353, 354, 81, 214, 84, 33, 326, 268, 360, 361, 53]","[0.044397, 0.02191, 0.010147999999999999, 0.002596, 0.0031730000000000005, 0.0029909999999999997, 0.002339, 0.086326, 0.034954, 0.010714999999999999, 0.008557, 0.006559000000000001, 0.008995, 0.008162, 0.002169, 0.133554, 0.005651000000000001, 0.010308999999999999, 0.00876, 0.029537, 0.007659, 0.011814999999999999, 0.0017310000000000001, 0.001143, 0.001549, 0.001474, 0.002735, 0.002222, 0.006515999999999999, 0.180365, 0.01941, 0.051106, 0.02207, 0.018128, 0.004679, 0.017957, 0.008310999999999999, 0.009903, 0.005737, 0.028746999999999998, 0.005064, 0.003835, 0.002147, 0.001325, 0.0031509999999999997, 0.0017410000000000001, 0.0026490000000000003, 0.00344, 0.0021579999999999998, 0.001325, 0.001645, 0.073721, 0.00125, 0.042602, 0.002019, 0.0012180000000000001, 0.001367, 0.001132, 0.001378, 0.001773]",Motor octane number,
80.0,6.8539,train,"[10, 1]","[0.8, 0.2]",Motor octane number,
89.1,8.0299,train,"[10, 15, 2, 1]","[0.2776, 0.36, 0.2, 0.1624]",Motor octane number,
61.0,5.6422,train,"[10, 15, 1]","[0.28, 0.3, 0.42]",Motor octane number,
77.794,12.4329,train,"[19, 1, 55]","[0.319187, 0.402372, 0.27844]",Motor octane number,
64.0,8.5192,train,"[10, 2, 1]","[0.32, 0.2, 0.48]",Motor octane number,
84.3,10.0462,train,"[10, 15, 2, 1]","[0.034, 0.24100000000000002, 0.4, 0.325]",Motor octane number,
88.4,11.1767,train,"[10, 15, 16, 1]","[0.575, 0.15, 0.15, 0.125]",Motor octane number,
91.4,9.1995,train,"[10, 81, 1]","[0.81, 0.1, 0.09]",Motor octane number,
75.8,8.1233,train,"[10, 15, 2, 1]","[0.27, 0.158, 0.2, 0.37200000000000005]",Motor octane number,
86.2,10.4164,train,"[15, 1]","[0.792, 0.20800000000000002]",Motor octane number,
88.9,9.8775,test,"[2, 1]","[0.8, 0.2]",Motor octane number,
64.0,7.4206,train,"[10, 15, 2, 1]","[0.475, 0.075, 0.05, 0.4]",Motor octane number,
71.8,7.2017,train,"[10, 15, 16, 1]","[0.54, 0.08, 0.07, 0.31]",Motor octane number,
66.9,9.4949,train,"[15, 1]","[0.581, 0.419]",Motor octane number,
88.2,8.2001,train,"[255, 87, 57, 82, 107, 10, 256, 104, 0, 17, 79, 19, 43, 40, 96, 69, 109, 47, 16, 54, 2, 1, 66, 152, 294, 366, 173, 23]","[0.036644, 0.040888999999999995, 0.001001, 0.04962, 0.063316, 0.000601, 0.007809, 0.000681, 0.0032840000000000005, 0.007729000000000001, 0.023788999999999998, 0.009972, 0.014417, 0.0033239999999999997, 0.011814, 0.005447, 0.007089, 0.004686, 0.023909, 0.004525, 0.6, 0.053464, 0.016659999999999998, 0.006328, 0.000961, 0.0006410000000000001, 0.000841, 0.000561]",Motor octane number,
83.4,4.8244,test,"[255, 114, 8, 87, 333, 276, 9, 86, 111, 57, 82, 107, 245, 127, 28, 336, 0, 15, 17, 79, 19, 43, 47, 16, 54, 246, 348, 349, 81, 60, 110, 330, 355, 84, 2, 99, 381, 1, 66, 283, 363, 301, 366, 372, 137, 281, 374, 129, 125, 243, 173, 385, 307, 391, 395, 262, 285, 410, 411, 412, 387, 122, 217, 416, 417, 418]","[0.012337, 0.040194, 0.027448, 0.017669999999999998, 0.013739, 0.047473, 0.027028, 0.027673, 0.012428999999999999, 0.006254999999999999, 0.010494000000000002, 0.009899999999999999, 0.002672, 0.0074529999999999996, 0.007238, 0.00946, 0.008026, 0.090175, 0.017998, 0.030497999999999997, 0.013472999999999999, 0.00949, 0.002068, 0.033467, 0.006102, 0.003235, 0.002089, 0.005375, 0.05379, 0.006481, 0.022431, 0.001996, 0.003624, 0.055192, 0.084329, 0.016084, 0.034788, 0.024765000000000002, 0.005078, 0.005999, 0.019831, 0.006358, 0.001229, 0.001106, 0.001167, 0.001106, 0.001669, 0.004331, 0.008149, 0.001034, 0.001904, 0.016851, 0.0062450000000000006, 0.002355, 0.012029000000000001, 0.008078, 0.0027229999999999997, 0.00644, 0.009009, 0.00172, 0.018520000000000002, 0.00131, 0.039866, 0.003512, 0.0025800000000000003, 0.004863]",Motor octane number,
81.3303,9.1143,train,"[19, 2, 1]","[0.31289300000000003, 0.292668, 0.394438]",Motor octane number,
74.0,7.5591,train,"[10, 15, 1]","[0.42, 0.3, 0.28]",Motor octane number,
58.0,8.1253,train,"[10, 15, 1]","[0.12, 0.4, 0.48]",Motor octane number,
76.2,6.6303,train,"[10, 15, 16, 1]","[0.36, 0.15, 0.15, 0.34]",Motor octane number,
80.1,8.6993,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 74]","[0.036487, 0.127739, 0.12282299999999999, 0.182643, 0.038114, 0.10098000000000001, 0.065877, 0.063904, 0.018624, 0.015509, 0.08481299999999999, 0.018555, 0.007616, 0.004604, 0.009312, 0.008066, 0.035725, 0.003877, 0.012116, 0.006543, 0.009174, 0.008793, 0.0035659999999999997, 0.014539]",Motor octane number,
76.2,9.073,train,"[10, 15, 1]","[0.2, 0.5, 0.3]",Motor octane number,
89.0528,9.8683,train,"[344, 2, 260]","[0.13298400000000002, 0.73217, 0.134846]",Motor octane number,
91.3,7.6564,train,"[255, 114, 8, 276, 305, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 256, 195, 40, 96, 69, 109, 47, 16, 54, 2, 66, 262, 285, 405, 406, 407, 306, 409]","[0.011163000000000001, 0.045491000000000004, 0.040330000000000005, 0.027117, 0.007495000000000001, 0.002273, 0.001305, 0.018109, 0.001065, 0.000895, 0.109197, 0.0025009999999999998, 0.008158, 0.011001, 0.031225, 0.022151999999999998, 0.008626, 0.000683, 0.00246, 0.001139, 0.0015170000000000001, 0.001798, 0.005096000000000001, 0.000931, 0.6, 0.028244, 0.0006950000000000001, 0.000793, 0.000887, 0.001029, 0.0056040000000000005, 0.0005369999999999999, 0.000484]",Motor octane number,
87.4,6.15,train,"[255, 276, 9, 305, 86, 111, 57, 300, 82, 107, 10, 245, 127, 28, 121, 256, 195, 17, 79, 19, 43, 47, 81, 1, 66, 152, 283, 374, 302, 262, 285, 405, 407, 306]","[0.021152999999999998, 0.084999, 0.046440999999999996, 0.013015, 0.004531, 0.002022, 0.036759, 0.0014119999999999998, 0.018897999999999998, 0.023663, 0.216408, 0.0056289999999999995, 0.016967, 0.021844000000000002, 0.05726200000000001, 0.048555, 0.015718, 0.011146, 0.034097, 0.014366, 0.016144000000000002, 0.001707, 0.103338, 0.021092, 0.054285, 0.002184, 0.001361, 0.001067, 0.09033300000000001, 0.001361, 0.001595, 0.00124, 0.008118, 0.0012900000000000001]",Motor octane number,
89.7,8.415,train,"[10, 15, 2, 1]","[0.135, 0.079, 0.6, 0.18600000000000003]",Motor octane number,
73.2,10.3325,train,"[15, 1]","[0.65, 0.35]",Motor octane number,
84.9,8.7262,train,"[255, 114, 8, 87, 333, 276, 9, 86, 111, 57, 82, 107, 10, 245, 127, 28, 121, 130, 29, 336, 0, 15, 17, 79, 19, 43, 96, 109, 47, 16, 54, 246, 348, 349, 350, 81, 60, 110, 117, 214, 84, 2, 326, 1, 362, 66, 152, 283, 363, 364, 365, 294, 301, 366, 367, 368, 369, 370, 371, 372, 373, 137, 281, 374, 129, 375, 310, 376, 377, 102, 378, 106, 275, 304, 125, 302, 298, 379, 12, 380, 13]","[0.04, 0.007584, 0.005008, 0.005583, 0.002664, 0.005097000000000001, 0.037059, 0.021006, 0.012349, 0.01717, 0.016495, 0.017137, 0.09782199999999999, 0.002565, 0.006025, 0.00848, 0.031587000000000004, 0.00513, 0.001725, 0.005439, 0.004467, 0.039812, 0.006125, 0.015312, 0.005926, 0.018828, 0.022576, 0.029077000000000002, 0.022477, 0.09852999999999999, 0.018552, 0.0058709999999999995, 0.006855, 0.003416, 0.0043230000000000005, 0.083693, 0.008878, 0.002985, 0.006048, 0.003273, 0.003582, 0.00272, 0.002797, 0.013344, 0.002001, 0.033267000000000005, 0.001968, 0.0069759999999999996, 0.063162, 0.001946, 0.001935, 0.003438, 0.001879, 0.002676, 0.002156, 0.004046, 0.002963, 0.00398, 0.0042899999999999995, 0.005815, 0.0012820000000000002, 0.0035930000000000003, 0.0031509999999999997, 0.002642, 0.001802, 0.002189, 0.00335, 0.008723, 0.0048649999999999995, 0.0015260000000000002, 0.003118, 0.003527, 0.007043000000000001, 0.013566, 0.007286, 0.002167, 0.002311, 0.003781, 0.001559, 0.001559, 0.003074]",Motor octane number,
74.5436,9.7094,train,"[114, 8, 344, 108]","[0.35190899999999997, 0.168421, 0.30427499999999996, 0.175394]",Motor octane number,
83.5,9.8808,train,"[10, 15, 1]","[0.34700000000000003, 0.45, 0.203]",Motor octane number,
91.2,9.2884,train,"[10, 15, 2, 1]","[0.1388, 0.18, 0.6, 0.0812]",Motor octane number,
81.5,8.3346,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 2, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 309, 74]","[0.022987, 0.08047599999999999, 0.077379, 0.11506500000000001, 0.024012, 0.06361699999999999, 0.041503, 0.04026, 0.011733, 0.00977, 0.05343200000000001, 0.07, 0.01169, 0.004798, 0.0029010000000000004, 0.005867, 0.005082, 0.022507000000000003, 0.002443, 0.007633, 0.004122, 0.005778999999999999, 0.005540000000000001, 0.0022459999999999997, 0.3, 0.00916]",Motor octane number,
76.0,8.5018,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 309, 74]","[0.010946000000000001, 0.038321999999999995, 0.036847, 0.054793, 0.011434, 0.030293999999999998, 0.019763, 0.019171, 0.005587, 0.004653, 0.025444, 0.005567, 0.002285, 0.001381, 0.0027939999999999996, 0.00242, 0.010718, 0.001163, 0.0036349999999999998, 0.001963, 0.002752, 0.0026379999999999997, 0.00107, 0.7, 0.0043619999999999996]",Motor octane number,
95.3,7.0501,train,"[10, 2, 1]","[0.728, 0.2, 0.07200000000000001]",Motor octane number,
69.0,7.1982,train,"[10, 15, 1]","[0.52, 0.15, 0.33]",Motor octane number,
68.0,6.3356,train,"[10, 15, 2, 1]","[0.425, 0.092, 0.1, 0.38299999999999995]",Motor octane number,
53.0,4.6714,train,"[10, 2, 1]","[0.36, 0.1, 0.54]",Motor octane number,
67.2,7.4067,train,"[10, 15, 84, 1]","[0.36, 0.15, 0.2, 0.29]",Motor octane number,
91.0,10.4017,train,"[16, 2]","[0.4, 0.6]",Motor octane number,
91.4132,8.9846,train,"[344, 1, 108]","[0.360769, 0.16389700000000001, 0.47533499999999995]",Motor octane number,
65.9129,10.1032,train,"[114, 8, 344]","[0.426761, 0.20424499999999998, 0.368995]",Motor octane number,
77.4165,9.5985,train,"[15, 2, 1]","[0.434572, 0.198513, 0.366915]",Motor octane number,
82.4,9.3507,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 74, 48]","[0.025541, 0.08941700000000001, 0.085976, 0.12785, 0.026680000000000002, 0.070686, 0.046113999999999995, 0.044733, 0.013037, 0.010856, 0.059369, 0.012988999999999999, 0.005331, 0.0032229999999999997, 0.0065190000000000005, 0.005646, 0.025008, 0.002714, 0.008480999999999999, 0.00458, 0.006422, 0.006155000000000001, 0.002496, 0.010178, 0.3]",Motor octane number,
40.0,8.2686,train,"[10, 1]","[0.4, 0.6]",Motor octane number,
66.9,12.5507,train,"[255, 87, 57, 82, 107, 10, 256, 104, 0, 17, 79, 19, 43, 40, 96, 69, 109, 47, 16, 54, 1, 66, 152, 294, 366, 173, 23]","[0.09161, 0.10222300000000001, 0.002503, 0.12404899999999999, 0.15829000000000001, 0.001502, 0.019523, 0.001702, 0.00821, 0.019323, 0.059470999999999996, 0.024929999999999997, 0.036043, 0.00831, 0.029535, 0.013616, 0.017721, 0.011714, 0.059772, 0.011314, 0.13366, 0.04165, 0.015819, 0.002403, 0.0016020000000000001, 0.002103, 0.0014019999999999998]",Motor octane number,
83.5,8.5613,train,"[255, 114, 8, 276, 305, 86, 111, 57, 0, 81, 60, 2, 376, 377, 102, 106, 275, 304, 302, 298, 379, 13, 173, 382, 74]","[0.032838, 0.114965, 0.110541, 0.164378, 0.034303, 0.090882, 0.05929, 0.057514, 0.016762, 0.013958, 0.07633200000000001, 0.1, 0.0167, 0.006854, 0.004144, 0.008381, 0.007259, 0.032153, 0.003489, 0.010905, 0.005888, 0.008256, 0.007914, 0.003209, 0.013085]",Motor octane number,
83.6,12.2931,train,"[10, 2, 1]","[0.24, 0.4, 0.36]",Motor octane number,
75.9994,8.068,train,"[344, 1, 55]","[0.628876, 0.28569700000000003, 0.085427]",Motor octane number,
75.2,10.3873,train,"[10, 15, 1]","[0.1, 0.6, 0.3]",Motor octane number,
85.0,9.4602,train,"[10, 15, 1]","[0.69, 0.14, 0.17]",Motor octane number,
85.567,8.906,train,"[344, 260, 108]","[0.259162, 0.26279199999999997, 0.478046]",Motor octane number,
48.0,8.3917,train,"[10, 15, 1]","[0.14, 0.3, 0.56]",Motor octane number,
